timestamp,hr,spO2,activity
1575040354,30,60,3.92156862745098
1575040355,30,60,12.5490196078431
1575040356,30,60,10.5882352941176
1575040357,30,60,3.92156862745098
1575040358,30,60,3.92156862745098
1575040359,30,60,1.56862745098039
1575040360,30,60,1.17647058823529
1575040361,30,60,1.56862745098039
1575040362,30,60,1.96078431372549
1575040363,30,60,4.31372549019608
1575040364,30,60,1.17647058823529
1575040365,30,60,1.17647058823529
1575040366,30,60,0.784313725490196
1575040367,30,60,0.784313725490196
1575040368,35,60,0.784313725490196
1575040369,40,60,0.784313725490196
1575040370,45,60,0.784313725490196
1575040371,50,60,0.784313725490196
1575040372,55,60,0.784313725490196
1575040373,60,60,0.784313725490196
1575040374,65,60,0.784313725490196
1575040375,70,60,0.784313725490196
1575040376,75,60,0.784313725490196
1575040377,81,60,2.35294117647059
1575040378,86,60,1.96078431372549
1575040379,86,60,0.784313725490196
1575040380,85,60,1.17647058823529
1575040381,84,60,3.92156862745098
1575040382,84,60,1.17647058823529
1575040383,84,60,0.784313725490196
1575040384,84,60,0.784313725490196
1575040385,85,60,0.784313725490196
1575040386,87,60,0.784313725490196
1575040387,89,60,0.784313725490196
1575040388,86,60,0.784313725490196
1575040389,84,60,0.784313725490196
1575040390,83,60,0.784313725490196
1575040391,83,60,0.784313725490196
1575040392,81,60,1.17647058823529
1575040393,79,60,0.784313725490196
1575040394,79,60,0.784313725490196
1575040395,79,60,3.92156862745098
1575040396,82,60,1.96078431372549
1575040397,82,60,6.27450980392157
1575040398,85,60,1.17647058823529
1575040399,89,60,0.784313725490196
1575040400,91,60,0.784313725490196
1575040401,92,60,0.784313725490196
1575040402,92,60,0.784313725490196
1575040403,94,60,0.784313725490196
1575040404,92,60,0.784313725490196
1575040405,92,60,0.784313725490196
1575040406,87,60,0.784313725490196
1575040407,77,60,0.784313725490196
1575040408,76,60,0.784313725490196
1575040409,80,60,0.784313725490196
1575040410,79,60,0.784313725490196
1575040411,80,60,0.784313725490196
1575040412,80,60,0.784313725490196
1575040413,79,60,0.784313725490196
1575040414,79,60,0.784313725490196
1575040415,78,60,0.784313725490196
1575040416,78,60,0.784313725490196
1575040417,78,60,0.784313725490196
1575040418,79,60,0.784313725490196
1575040419,78,60,0.784313725490196
1575040420,79,60,0.784313725490196
1575040421,82,60,0.784313725490196
1575040422,84,60,0.784313725490196
