counter,phone_counter,userID,timestamp,taskSessionID,downTimestamp,timeOnScreen,isValid,downX,downY,upTimestamp,upX,upY,pressure,areaSize,tapHalf
50558,574,peppapig,1570123809,2,137849246,120,1,1450.0,829.0,137849366,1445.0,828.0,0.54902,0.0,1
50559,575,peppapig,1570123809,2,137849342,71,1,723.0,824.0,137849413,723.0,824.0,0.54902,0.0,0
50560,576,peppapig,1570123809,2,137849496,60,1,1419.0,887.0,137849556,1419.0,887.0,0.592157,0.0,1
50561,577,peppapig,1570123809,2,137849556,35,1,646.0,880.0,137849591,646.0,880.0,0.619608,0.0,0
50562,578,peppapig,1570123809,2,137849651,84,1,1466.0,894.0,137849735,1448.0,893.0,0.596078,0.0,1
50563,579,peppapig,1570123809,2,137849723,59,1,674.0,915.0,137849782,674.0,915.0,0.596078,0.0,0
50564,580,peppapig,1570123810,2,137849829,86,1,1377.0,919.0,137849915,1377.0,919.0,0.447059,0.0,1
50565,581,peppapig,1570123810,2,137849915,58,1,644.0,942.0,137849973,644.0,942.0,0.631373,0.0,0
50566,582,peppapig,1570123810,2,137850021,72,1,1368.0,908.0,137850093,1368.0,908.0,0.556863,0.0,1
50567,583,peppapig,1570123810,2,137850093,59,1,687.0,906.0,137850152,687.0,906.0,0.631373,0.0,0
50568,584,peppapig,1570123810,2,137850188,83,1,1402.0,885.0,137850271,1389.0,886.0,0.313726,0.0,1
50569,585,peppapig,1570123810,2,137850271,72,1,728.0,924.0,137850343,713.0,935.0,0.611765,0.0,0
50570,586,peppapig,1570123810,2,137850391,71,1,1420.0,873.0,137850462,1420.0,873.0,0.584314,0.0,1
50571,587,peppapig,1570123810,2,137850462,72,1,709.0,835.0,137850534,709.0,835.0,0.631373,0.0,0
50572,588,peppapig,1570123810,2,137850594,71,1,1371.0,856.0,137850665,1371.0,856.0,0.564706,0.0,1
50573,589,peppapig,1570123810,2,137850665,59,1,686.0,907.0,137850724,686.0,907.0,0.596078,0.0,0
50574,590,peppapig,1570123811,2,137850785,84,1,1383.0,846.0,137850869,1368.0,839.0,0.541176,0.0,1
50575,591,peppapig,1570123811,2,137850869,48,1,727.0,876.0,137850917,727.0,876.0,0.603922,0.0,0
50576,592,peppapig,1570123811,2,137850990,83,1,1460.0,798.0,137851073,1460.0,798.0,0.564706,0.0,1
50577,593,peppapig,1570123811,2,137851073,71,1,682.0,802.0,137851144,682.0,802.0,0.647059,0.0,0
50578,594,peppapig,1570123811,2,137851193,83,1,1448.0,743.0,137851276,1441.0,735.0,0.509804,0.0,1
50579,595,peppapig,1570123811,2,137851252,72,1,647.0,848.0,137851324,647.0,848.0,0.509804,0.0,0
50580,596,peppapig,1570123811,2,137851383,96,1,1413.0,757.0,137851479,1413.0,757.0,0.631373,0.0,1
50581,597,peppapig,1570123811,2,137851491,83,1,626.0,799.0,137851574,626.0,799.0,0.623529,0.0,0
50582,598,peppapig,1570123811,2,137851622,83,1,1225.0,779.0,137851705,1225.0,779.0,0.541176,0.0,1
50583,599,peppapig,1570123811,2,137851705,71,1,571.0,807.0,137851776,571.0,807.0,0.603922,0.0,0
50584,600,peppapig,1570123812,2,137851813,84,1,1276.0,775.0,137851897,1276.0,775.0,0.447059,0.0,1
50585,601,peppapig,1570123812,2,137851968,12,1,537.0,829.0,137851980,537.0,829.0,0.619608,0.0,0
50586,602,peppapig,1570123812,2,137852111,49,0,531.0,804.0,137852160,531.0,804.0,0.619608,0.0,0
50587,603,peppapig,1570123812,2,137852221,82,1,1199.0,788.0,137852303,1199.0,788.0,0.592157,0.0,1
50588,604,peppapig,1570123812,2,137852316,69,1,529.0,794.0,137852385,529.0,794.0,0.611765,0.0,0
50589,605,peppapig,1570123812,2,137852421,108,1,1158.0,774.0,137852529,1157.0,758.0,0.576471,0.0,1
50590,606,peppapig,1570123812,2,137852529,71,1,526.0,759.0,137852600,526.0,759.0,0.619608,0.0,0
50591,607,peppapig,1570123812,2,137852636,83,1,1234.0,756.0,137852719,1234.0,756.0,0.584314,0.0,1
50592,608,peppapig,1570123812,2,137852719,72,1,560.0,790.0,137852791,560.0,790.0,0.623529,0.0,0
50593,609,peppapig,1570123813,2,137852842,71,1,1200.0,746.0,137852913,1200.0,746.0,0.603922,0.0,1
50594,610,peppapig,1570123813,2,137852913,72,1,550.0,723.0,137852985,550.0,723.0,0.65098,0.0,0
50595,611,peppapig,1570123813,2,137853046,84,1,1211.0,720.0,137853130,1211.0,720.0,0.631373,0.0,1
50596,612,peppapig,1570123813,2,137853130,84,1,518.0,687.0,137853214,518.0,687.0,0.631373,0.0,0
50597,613,peppapig,1570123813,2,137853263,72,1,1318.0,717.0,137853335,1318.0,717.0,0.67451,0.0,1
50598,614,peppapig,1570123813,2,137853358,60,1,536.0,711.0,137853418,536.0,711.0,0.67451,0.0,0
50599,615,peppapig,1570123813,2,137853454,83,1,1285.0,678.0,137853537,1285.0,678.0,0.682353,0.0,1
50600,616,peppapig,1570123813,2,137853549,60,1,534.0,705.0,137853609,534.0,705.0,0.694118,0.0,0
50601,617,peppapig,1570123813,2,137853658,71,1,1368.0,672.0,137853729,1368.0,672.0,0.67451,0.0,1
50602,618,peppapig,1570123814,2,137853766,59,1,578.0,662.0,137853825,578.0,662.0,0.647059,0.0,0
50603,619,peppapig,1570123814,2,137853887,72,1,1373.0,671.0,137853959,1366.0,659.0,0.756863,0.0,1
50604,620,peppapig,1570123814,2,137853970,59,1,563.0,697.0,137854029,563.0,697.0,0.741176,0.0,0
50605,621,peppapig,1570123814,2,137854089,72,1,1417.0,708.0,137854161,1417.0,708.0,0.768628,0.0,1
50606,622,peppapig,1570123814,2,137854161,84,1,604.0,719.0,137854245,604.0,719.0,0.709804,0.0,0
50607,623,peppapig,1570123814,2,137854296,72,1,1408.0,694.0,137854368,1416.0,665.0,0.847059,0.0,1
50608,624,peppapig,1570123814,2,137854379,84,1,628.0,649.0,137854463,628.0,649.0,0.709804,0.0,0
50609,625,peppapig,1570123814,2,137854499,84,1,1396.0,629.0,137854583,1396.0,629.0,0.756863,0.0,1
50610,626,peppapig,1570123814,2,137854583,82,1,637.0,646.0,137854665,637.0,646.0,0.694118,0.0,0
50611,627,peppapig,1570123814,2,137854725,71,1,1285.0,694.0,137854796,1285.0,694.0,0.737255,0.0,1
50612,628,peppapig,1570123815,2,137854833,95,1,621.0,862.0,137854928,621.0,862.0,0.623529,0.0,0
50613,629,peppapig,1570123815,2,137854977,84,1,1242.0,797.0,137855061,1242.0,797.0,0.631373,0.0,1
50614,630,peppapig,1570123815,2,137855061,72,1,625.0,867.0,137855133,625.0,867.0,0.576471,0.0,0
50615,631,peppapig,1570123815,2,137855195,71,1,1192.0,700.0,137855266,1192.0,700.0,0.639216,0.0,1
50616,632,peppapig,1570123815,2,137855278,84,1,541.0,699.0,137855362,537.0,717.0,0.65098,0.0,0
50617,633,peppapig,1570123815,2,137855412,83,1,1192.0,664.0,137855495,1192.0,664.0,0.658824,0.0,1
50618,634,peppapig,1570123815,2,137855495,96,1,543.0,749.0,137855591,543.0,749.0,0.631373,0.0,0
50619,635,peppapig,1570123815,2,137855639,72,1,1173.0,661.0,137855711,1173.0,661.0,0.647059,0.0,1
50620,636,peppapig,1570123815,2,137855723,95,1,482.0,714.0,137855818,482.0,714.0,0.647059,0.0,0
50621,637,peppapig,1570123816,2,137855867,95,1,1194.0,623.0,137855962,1194.0,623.0,0.647059,0.0,1
50622,638,peppapig,1570123816,2,137855962,107,1,497.0,723.0,137856069,497.0,723.0,0.611765,0.0,0
50623,639,peppapig,1570123816,2,137856117,83,1,1156.0,666.0,137856200,1156.0,666.0,0.65098,0.0,1
50624,640,peppapig,1570123816,2,137856200,71,1,535.0,739.0,137856271,535.0,739.0,0.568627,0.0,0
50625,641,peppapig,1570123816,2,137856320,83,1,1174.0,678.0,137856403,1174.0,678.0,0.639216,0.0,1
50626,642,peppapig,1570123816,2,137856403,84,1,515.0,743.0,137856487,515.0,743.0,0.623529,0.0,0
50627,643,peppapig,1570123816,2,137856535,84,1,1198.0,657.0,137856619,1192.0,644.0,0.556863,0.0,1
50628,644,peppapig,1570123816,2,137856619,83,1,494.0,698.0,137856702,494.0,698.0,0.639216,0.0,0
50629,645,peppapig,1570123817,2,137856777,84,1,1268.0,596.0,137856861,1268.0,596.0,0.247059,0.0,1
50630,646,peppapig,1570123817,2,137856896,60,1,501.0,750.0,137856956,501.0,750.0,0.603922,0.0,0
50631,647,peppapig,1570123817,2,137857018,108,1,1212.0,667.0,137857126,1209.0,661.0,0.631373,0.0,1
50632,648,peppapig,1570123817,2,137857114,83,1,511.0,703.0,137857197,511.0,703.0,0.603922,0.0,0
50633,649,peppapig,1570123817,2,137857233,107,1,1251.0,645.0,137857340,1251.0,645.0,0.282353,0.0,1
50634,650,peppapig,1570123817,2,137857340,71,1,541.0,740.0,137857411,541.0,740.0,0.631373,0.0,0
50635,651,peppapig,1570123817,2,137857472,83,1,1253.0,661.0,137857555,1253.0,661.0,0.529412,0.0,1
50636,652,peppapig,1570123817,2,137857567,61,1,508.0,731.0,137857628,508.0,731.0,0.658824,0.0,0
50637,653,peppapig,1570123817,2,137857676,119,1,1289.0,601.0,137857795,1270.0,578.0,0.576471,0.0,1
50638,654,peppapig,1570123818,2,137857795,60,1,488.0,708.0,137857855,488.0,708.0,0.686275,0.0,0
50639,655,peppapig,1570123818,2,137857913,84,1,1194.0,577.0,137857997,1178.0,578.0,0.686275,0.0,1
50640,656,peppapig,1570123818,2,137858008,84,1,497.0,709.0,137858092,497.0,709.0,0.682353,0.0,0
50641,657,peppapig,1570123818,2,137858152,84,1,1163.0,545.0,137858236,1168.0,503.0,0.713726,0.0,1
50642,658,peppapig,1570123818,2,137858236,35,1,505.0,683.0,137858271,505.0,683.0,0.54902,0.0,0
50643,659,peppapig,1570123818,2,137858391,12,0,483.0,604.0,137858403,483.0,604.0,0.431373,0.0,0
50644,660,peppapig,1570123818,2,137858355,72,1,1180.0,519.0,137858427,1180.0,514.0,0.729412,0.0,1
50645,661,peppapig,1570123818,2,137858499,48,0,1432.0,534.0,137858547,1415.0,511.0,0.631373,0.0,1
50646,662,peppapig,1570123818,2,137858535,83,1,575.0,657.0,137858618,564.0,692.0,0.623529,0.0,0
50647,663,peppapig,1570123818,2,137858666,96,1,1210.0,596.0,137858762,1245.0,563.0,0.647059,0.0,1
50648,664,peppapig,1570123819,2,137858751,94,1,556.0,671.0,137858845,556.0,671.0,0.619608,0.0,0
50649,665,peppapig,1570123819,2,137858881,95,1,1299.0,574.0,137858976,1299.0,574.0,0.701961,0.0,1
50650,666,peppapig,1570123819,2,137858976,83,1,604.0,651.0,137859059,604.0,651.0,0.658824,0.0,0
50651,667,peppapig,1570123819,2,137859122,85,1,1340.0,572.0,137859207,1340.0,572.0,0.686275,0.0,1
50652,668,peppapig,1570123819,2,137859207,59,1,640.0,667.0,137859266,640.0,667.0,0.666667,0.0,0
50653,669,peppapig,1570123819,2,137859303,98,1,1317.0,586.0,137859401,1317.0,586.0,0.447059,0.0,1
50654,670,peppapig,1570123819,2,137859411,72,1,615.0,664.0,137859483,615.0,664.0,0.67451,0.0,0
50655,671,peppapig,1570123819,2,137859531,107,1,1300.0,601.0,137859638,1288.0,582.0,0.631373,0.0,1
50656,672,peppapig,1570123819,2,137859638,72,1,578.0,675.0,137859710,578.0,675.0,0.67451,0.0,0
50657,673,peppapig,1570123820,2,137859757,119,1,1285.0,596.0,137859876,1285.0,596.0,0.658824,0.0,1
50658,674,peppapig,1570123820,2,137859876,84,1,597.0,621.0,137859960,597.0,621.0,0.666667,0.0,0
50659,675,peppapig,1570123820,2,137860007,84,1,1318.0,577.0,137860091,1311.0,566.0,0.647059,0.0,1
50660,676,peppapig,1570123820,2,137860091,71,1,597.0,629.0,137860162,597.0,629.0,0.647059,0.0,0
50661,677,peppapig,1570123820,2,137860222,119,1,1342.0,573.0,137860341,1327.98,597.08,0.682353,0.0,1
50662,678,peppapig,1570123820,2,137860376,72,1,616.0,671.0,137860448,616.0,671.0,0.623529,0.0,0
50663,679,peppapig,1570123820,2,137860532,83,1,1274.0,628.0,137860615,1274.0,628.0,0.619608,0.0,1
50664,680,peppapig,1570123820,2,137860615,107,1,543.0,656.0,137860722,543.0,656.0,0.603922,0.0,0
50665,681,peppapig,1570123821,2,137860770,107,1,1338.0,528.0,137860877,1338.0,528.0,0.647059,0.0,1
50666,682,peppapig,1570123821,2,137860877,83,1,668.0,554.0,137860960,668.0,554.0,0.596078,0.0,0
50667,683,peppapig,1570123821,2,137861008,83,1,1393.0,578.0,137861091,1393.0,578.0,0.619608,0.0,1
50668,684,peppapig,1570123821,2,137861127,83,1,656.0,623.0,137861210,656.0,623.0,0.682353,0.0,0
50669,685,peppapig,1570123821,2,137861275,96,1,1300.0,633.0,137861371,1300.0,633.0,0.611765,0.0,1
50670,686,peppapig,1570123821,2,137861371,95,1,656.0,681.0,137861466,656.0,681.0,0.639216,0.0,0
50671,687,peppapig,1570123821,2,137861514,120,1,1417.0,627.0,137861634,1417.0,627.0,0.65098,0.0,1
50672,688,peppapig,1570123821,2,137861634,59,1,645.0,677.0,137861693,645.0,677.0,0.666667,0.0,0
50673,689,peppapig,1570123822,2,137861754,83,1,1254.0,704.0,137861837,1254.0,704.0,0.619608,0.0,1
50674,690,peppapig,1570123822,2,137861849,97,1,640.0,699.0,137861946,640.0,699.0,0.686275,0.0,0
50675,691,peppapig,1570123822,2,137861980,121,1,1318.0,719.0,137862101,1318.0,719.0,0.494118,0.0,1
50676,692,peppapig,1570123822,2,137862113,81,1,612.0,725.0,137862194,612.0,725.0,0.682353,0.0,0
50677,693,peppapig,1570123822,2,137862242,95,1,1270.0,782.0,137862337,1270.0,782.0,0.611765,0.0,1
50678,694,peppapig,1570123822,2,137862337,83,1,661.0,763.0,137862420,661.0,763.0,0.631373,0.0,0
50679,695,peppapig,1570123822,2,137862456,83,1,1256.0,758.0,137862539,1256.0,758.0,0.623529,0.0,1
50680,696,peppapig,1570123822,2,137862551,95,1,642.0,701.0,137862646,642.0,701.0,0.65098,0.0,0
50681,697,peppapig,1570123822,2,137862682,107,1,1204.0,720.0,137862789,1204.0,720.0,0.611765,0.0,1
50682,698,peppapig,1570123823,2,137862801,72,1,626.0,702.0,137862873,626.0,702.0,0.658824,0.0,0
50683,699,peppapig,1570123823,2,137862920,107,1,1241.0,724.0,137863027,1241.0,724.0,0.611765,0.0,1
50684,700,peppapig,1570123823,2,137863027,84,1,625.0,733.0,137863111,625.0,733.0,0.647059,0.0,0
50685,701,peppapig,1570123823,2,137863147,119,1,1268.0,741.0,137863266,1268.0,741.0,0.501961,0.0,1
50686,702,peppapig,1570123823,2,137863266,83,1,650.0,727.0,137863349,650.0,727.0,0.611765,0.0,0
50687,703,peppapig,1570123823,2,137863398,108,1,1214.0,727.0,137863506,1216.0,722.0,0.54902,0.0,1
50688,704,peppapig,1570123823,2,137863494,71,1,615.0,665.0,137863565,615.0,665.0,0.541176,0.0,0
50689,705,peppapig,1570123823,2,137863613,131,1,1271.0,638.0,137863744,1271.0,638.0,0.556863,0.0,1
50690,706,peppapig,1570123823,2,137863755,13,0,1264.0,620.0,137863768,1264.0,620.0,0.403922,0.0,1
50691,707,peppapig,1570123824,2,137863910,134,0,1160.0,710.0,137864044,1160.0,710.0,0.596078,0.0,1
50692,708,peppapig,1570123824,2,137864044,94,1,610.0,715.0,137864138,610.0,715.0,0.631373,0.0,0
50693,709,peppapig,1570123824,2,137864160,168,1,1115.0,725.0,137864328,1113.0,720.0,0.556863,0.0,1
50694,710,peppapig,1570123824,2,137864316,95,1,596.0,690.0,137864411,596.0,690.0,0.54902,0.0,0
50695,711,peppapig,1570123824,2,137864471,107,1,1135.0,725.0,137864578,1135.0,725.0,0.34902,0.0,1
50696,712,peppapig,1570123824,2,137864578,71,1,567.0,689.0,137864649,567.0,689.0,0.603922,0.0,0
50697,713,peppapig,1570123825,2,137864708,119,1,1176.0,719.0,137864827,1153.0,737.0,0.611765,0.0,1
50698,714,peppapig,1570123825,2,137864899,107,1,610.0,779.0,137865006,610.0,779.0,0.631373,0.0,0
50699,715,peppapig,1570123825,2,137865351,108,0,763.0,642.0,137865459,666.0,659.0,0.247059,0.0,0
50700,716,peppapig,1570123825,2,137865506,108,1,1224.0,657.0,137865614,1224.0,657.0,0.619608,0.0,1
50701,717,peppapig,1570123825,2,137865602,83,1,653.0,738.0,137865685,653.0,738.0,0.564706,0.0,0
50702,718,peppapig,1570123825,2,137865709,95,1,1327.0,670.0,137865804,1327.0,670.0,0.623529,0.0,1
50703,719,peppapig,1570123826,2,137865816,120,1,758.0,805.0,137865936,725.0,800.0,0.423529,0.0,0
50704,720,peppapig,1570123826,2,137865995,109,1,1267.0,713.0,137866104,1267.0,713.0,0.631373,0.0,1
50705,721,peppapig,1570123826,2,137866104,129,1,770.0,781.0,137866233,746.0,775.0,0.439216,0.0,0
50706,722,peppapig,1570123826,2,137866269,119,1,1269.0,717.0,137866388,1269.0,717.0,0.686275,0.0,1
50707,723,peppapig,1570123826,2,137866400,71,1,706.0,727.0,137866471,706.0,727.0,0.658824,0.0,0
50708,724,peppapig,1570123826,2,137866495,143,1,1356.0,698.0,137866638,1356.0,698.0,0.65098,0.0,1
50709,725,peppapig,1570123826,2,137866626,95,1,734.0,740.0,137866721,734.0,740.0,0.647059,0.0,0
50710,726,peppapig,1570123827,2,137866757,119,1,1366.0,728.0,137866876,1366.0,728.0,0.639216,0.0,1
50711,727,peppapig,1570123827,2,137866864,95,1,752.0,766.0,137866959,752.0,766.0,0.619608,0.0,0
50712,728,peppapig,1570123827,2,137866995,108,1,1344.0,788.0,137867103,1344.0,788.0,0.603922,0.0,1
50713,729,peppapig,1570123827,2,137867114,108,1,661.0,785.0,137867222,661.0,785.0,0.631373,0.0,0
50714,730,peppapig,1570123827,2,137867257,131,1,1204.0,806.0,137867388,1204.0,806.0,0.603922,0.0,1
50715,731,peppapig,1570123827,2,137867388,95,1,600.0,730.0,137867483,600.0,730.0,0.647059,0.0,0
50716,732,peppapig,1570123827,2,137867532,108,1,1183.0,788.0,137867640,1183.0,788.0,0.596078,0.0,1
50717,733,peppapig,1570123827,2,137867651,83,1,615.0,791.0,137867734,615.0,791.0,0.639216,0.0,0
50718,734,peppapig,1570123828,2,137867782,107,1,1133.0,817.0,137867889,1133.0,817.0,0.423529,0.0,1
50719,735,peppapig,1570123828,2,137867877,72,1,521.0,862.0,137867949,521.0,862.0,0.541176,0.0,0
50720,736,peppapig,1570123828,2,137868247,131,1,1141.0,807.0,137868378,1141.0,807.0,0.639216,0.0,1
50721,737,peppapig,1570123828,2,137868378,107,1,569.0,887.0,137868485,569.0,887.0,0.556863,0.0,0
50722,738,peppapig,1570123828,2,137868532,96,1,1122.0,913.0,137868628,1122.0,913.0,0.623529,0.0,1
50723,739,peppapig,1570123828,2,137868616,95,1,531.0,940.0,137868711,531.0,940.0,0.564706,0.0,0
50724,740,peppapig,1570123828,2,137868806,12,0,577.0,794.0,137868818,577.0,794.0,0.258824,0.0,0
50725,741,peppapig,1570123829,2,137868746,310,1,1064.0,894.0,137869056,1068.0,886.0,0.596078,0.0,1
50726,742,peppapig,1570123829,2,137869008,107,1,565.0,835.0,137869115,562.0,859.0,0.564706,0.0,0
50727,743,peppapig,1570123829,2,137869187,36,1,1115.0,800.0,137869223,1115.0,800.0,0.619608,0.0,1
50728,744,peppapig,1570123829,2,137869234,49,0,1119.0,803.0,137869283,1119.0,803.0,0.619608,0.0,1
50729,745,peppapig,1570123829,2,137869271,83,1,600.0,854.0,137869354,600.0,854.0,0.568627,0.0,0
50730,746,peppapig,1570123829,2,137869402,119,1,1079.0,824.0,137869521,1094.0,820.0,0.564706,0.0,1
50731,747,peppapig,1570123829,2,137869521,71,1,602.0,858.0,137869592,602.0,858.0,0.623529,0.0,0
50732,748,peppapig,1570123829,2,137869628,121,1,1121.0,822.0,137869749,1121.0,822.0,0.631373,0.0,1
50733,749,peppapig,1570123829,2,137869749,69,1,543.0,833.0,137869818,543.0,833.0,0.623529,0.0,0
50734,750,peppapig,1570123830,2,137869865,62,1,992.0,796.0,137869927,992.0,796.0,0.486275,0.0,1
50735,751,peppapig,1570123830,2,137869937,13,0,1017.0,799.0,137869950,1017.0,799.0,0.592157,0.0,1
50736,752,peppapig,1570123830,2,137869973,71,1,505.0,866.0,137870044,505.0,866.0,0.584314,0.0,0
50737,753,peppapig,1570123830,2,137870104,131,1,973.0,778.0,137870235,1009.0,777.0,0.54902,0.0,1
50738,754,peppapig,1570123830,2,137870247,143,1,553.0,805.0,137870390,553.0,805.0,0.403922,0.0,0
50739,755,peppapig,1570123830,2,137870449,131,1,1091.0,798.0,137870580,1095.0,794.358,0.556863,0.0,1
50740,756,peppapig,1570123830,2,137870556,119,1,612.0,833.0,137870675,612.0,833.0,0.529412,0.0,0
50741,757,peppapig,1570123831,2,137870735,155,1,1032.0,803.0,137870890,1032.0,803.0,0.596078,0.0,1
50742,758,peppapig,1570123831,2,137870866,107,1,576.0,855.0,137870973,576.0,855.0,0.537255,0.0,0
50743,759,peppapig,1570123831,2,137871021,143,1,1039.0,818.0,137871164,1039.0,818.0,0.521569,0.0,1
50744,760,peppapig,1570123831,2,137871164,118,1,552.0,872.0,137871282,552.0,872.0,0.639216,0.0,0
50745,761,peppapig,1570123831,2,137871306,107,1,1024.0,829.0,137871413,1024.0,829.0,0.596078,0.0,1
50746,762,peppapig,1570123831,2,137871413,107,1,566.0,825.0,137871520,566.0,825.0,0.309804,0.0,0
50747,763,peppapig,1570123831,2,137871544,155,1,965.0,802.0,137871699,965.0,802.0,0.447059,0.0,1
50748,764,peppapig,1570123831,2,137871711,95,1,469.0,800.0,137871806,469.0,800.0,0.639216,0.0,0
50749,765,peppapig,1570123832,2,137871842,131,1,937.0,837.0,137871973,937.0,837.0,0.576471,0.0,1
50750,766,peppapig,1570123832,2,137871973,71,1,434.0,829.0,137872044,434.0,829.0,0.623529,0.0,0
50751,767,peppapig,1570123832,2,137872080,119,1,896.0,797.0,137872199,896.0,797.0,0.521569,0.0,1
50752,768,peppapig,1570123832,2,137872187,72,1,378.0,785.0,137872259,378.0,785.0,0.576471,0.0,0
50753,769,peppapig,1570123832,2,137872318,84,0,886.0,782.0,137872402,886.0,782.0,0.584314,0.0,0
50754,770,peppapig,1570123832,2,137872390,179,0,401.0,809.0,137872569,380.0,820.0,0.482353,0.0,0
50755,771,peppapig,1570123832,2,137872569,118,0,859.0,771.0,137872687,859.0,771.0,0.592157,0.0,0
50756,772,peppapig,1570123832,2,137872699,96,0,360.0,813.0,137872795,360.0,813.0,0.658824,0.0,0
50757,773,peppapig,1570123833,2,137872830,84,0,859.0,826.0,137872914,859.0,826.0,0.568627,0.0,0
50758,774,peppapig,1570123833,2,137873021,95,0,880.0,805.0,137873116,880.0,805.0,0.556863,0.0,0
50759,775,peppapig,1570123833,2,137873140,107,0,396.0,828.0,137873247,396.0,828.0,0.596078,0.0,0
50760,776,peppapig,1570123833,2,137873259,107,1,888.0,810.0,137873366,888.0,810.0,0.54902,0.0,1
50761,777,peppapig,1570123833,2,137873402,107,1,422.0,829.0,137873509,422.0,829.0,0.603922,0.0,0
50762,778,peppapig,1570123833,2,137873653,109,0,472.0,777.0,137873762,472.0,777.0,0.647059,0.0,0
50763,779,peppapig,1570123834,2,137873832,97,1,924.0,779.0,137873929,924.0,779.0,0.564706,0.0,1
50764,780,peppapig,1570123834,2,137873929,59,1,428.0,860.0,137873988,428.0,860.0,0.603922,0.0,0
50765,781,peppapig,1570123834,2,137874047,84,1,947.0,777.0,137874131,947.0,777.0,0.596078,0.0,1
50766,782,peppapig,1570123834,2,137874166,118,1,487.0,827.0,137874284,487.0,827.0,0.368627,0.0,0
50767,783,peppapig,1570123834,2,137874403,119,0,427.0,773.0,137874522,427.0,773.0,0.67451,0.0,0
50768,784,peppapig,1570123834,2,137874558,119,1,1001.0,785.0,137874677,1008.0,784.0,0.447059,0.0,1
50769,785,peppapig,1570123834,2,137874665,95,1,430.0,782.0,137874760,430.0,782.0,0.54902,0.0,0
50770,786,peppapig,1570123835,2,137874760,131,1,1012.0,779.0,137874891,1012.0,779.0,0.592157,0.0,1
50771,787,peppapig,1570123835,2,137874891,107,1,396.0,781.0,137874998,431.0,781.0,0.603922,0.0,0
50772,788,peppapig,1570123835,2,137875081,60,1,1159.0,758.0,137875141,1160.0,752.0,0.619608,0.0,1
50773,789,peppapig,1570123835,2,137875117,71,1,611.0,800.0,137875188,611.0,800.0,0.521569,0.0,0
50774,790,peppapig,1570123835,2,137875284,107,1,1356.0,705.0,137875391,1356.0,705.0,0.67451,0.0,1
50775,791,peppapig,1570123835,2,137875414,120,1,672.0,711.0,137875534,672.0,711.0,0.592157,0.0,0
50776,792,peppapig,1570123835,2,137875582,107,1,1337.0,731.0,137875689,1337.0,731.0,0.576471,0.0,1
50777,793,peppapig,1570123835,2,137875665,95,1,679.0,702.0,137875760,679.0,702.0,0.556863,0.0,0
50778,794,peppapig,1570123836,2,137875796,107,1,1372.0,724.0,137875903,1372.0,724.0,0.67451,0.0,1
50779,795,peppapig,1570123836,2,137875903,131,1,717.0,706.0,137876034,717.0,706.0,0.623529,0.0,0
50780,796,peppapig,1570123836,2,137876093,84,1,1341.0,732.0,137876177,1341.0,732.0,0.658824,0.0,1
50781,797,peppapig,1570123836,2,137876177,83,1,708.0,714.0,137876260,708.0,714.0,0.658824,0.0,0
50782,798,peppapig,1570123836,2,137876296,97,1,1383.0,746.0,137876393,1383.0,746.0,0.686275,0.0,1
50783,799,peppapig,1570123836,2,137876393,93,1,751.0,700.0,137876486,751.0,700.0,0.666667,0.0,0
50784,800,peppapig,1570123836,2,137876522,71,1,1368.0,741.0,137876593,1368.0,741.0,0.67451,0.0,1
50785,801,peppapig,1570123836,2,137876605,95,1,741.0,688.0,137876700,741.0,688.0,0.611765,0.0,0
50786,802,peppapig,1570123837,2,137876760,95,1,1405.0,726.0,137876855,1405.0,726.0,0.631373,0.0,1
50787,803,peppapig,1570123837,2,137876867,83,1,757.0,724.0,137876950,757.0,724.0,0.65098,0.0,0
50788,804,peppapig,1570123837,2,137876986,119,1,1338.0,773.0,137877105,1338.0,773.0,0.596078,0.0,1
50789,805,peppapig,1570123837,2,137877105,83,1,761.0,731.0,137877188,761.0,731.0,0.658824,0.0,0
50790,806,peppapig,1570123837,2,137877224,119,1,1344.0,794.0,137877343,1344.0,794.0,0.682353,0.0,1
50791,807,peppapig,1570123837,2,137877343,83,1,725.0,728.0,137877426,725.0,728.0,0.682353,0.0,0
50792,808,peppapig,1570123837,2,137877474,83,1,1346.0,772.0,137877557,1346.0,772.0,0.658824,0.0,1
50793,809,peppapig,1570123837,2,137877557,95,1,716.0,716.0,137877652,716.0,716.0,0.658824,0.0,0
50794,810,peppapig,1570123837,2,137877701,96,1,1327.0,760.0,137877797,1327.0,760.0,0.647059,0.0,1
50795,811,peppapig,1570123838,2,137877797,85,1,725.0,716.0,137877882,725.0,716.0,0.623529,0.0,0
50796,812,peppapig,1570123838,2,137877904,145,1,1352.0,763.0,137878049,1352.0,763.0,0.537255,0.0,1
50797,813,peppapig,1570123838,2,137878037,105,1,757.0,681.0,137878142,749.0,705.0,0.639216,0.0,0
50798,814,peppapig,1570123838,2,137878297,36,0,772.0,729.0,137878333,772.0,729.0,0.501961,0.0,0
50799,815,peppapig,1570123838,2,137878202,155,1,1281.0,777.0,137878357,1281.0,777.0,0.67451,0.0,1
50800,816,peppapig,1570123838,2,137878693,119,1,664.0,725.0,137878812,664.0,725.0,0.521569,0.0,0
50801,817,peppapig,1570123839,2,137878860,83,1,1347.0,753.0,137878943,1347.0,753.0,0.639216,0.0,1
