userID,timestamp,steps,consecutive
peppapig,1570018089,1.25,0
peppapig,1570018090,2.0,0
peppapig,1570018091,1.0,0
peppapig,1570018092,1.0,0
peppapig,1570018093,1.0,0
peppapig,1570018094,1.0,0
peppapig,1570018095,2.0,0
peppapig,1570018096,1.0,0
peppapig,1570018153,2.5,0
peppapig,1570018154,5.0,0
peppapig,1570018155,1.0,0
peppapig,1570018156,2.0,0
peppapig,1570018157,2.0,0
peppapig,1570018158,2.0,0
peppapig,1570018159,1.0,0
peppapig,1570018160,2.0,0
peppapig,1570018161,2.0,0
peppapig,1570018162,2.0,0
peppapig,1570018163,1.0,0
peppapig,1570018164,2.0,0
peppapig,1570018165,2.0,0
peppapig,1570018166,2.0,0
peppapig,1570018167,1.0,0
peppapig,1570018168,1.0,0
peppapig,1570018169,1.0,0
peppapig,1570018170,2.0,0
peppapig,1570018171,1.0,0
peppapig,1570018172,1.0,0
peppapig,1570018173,2.0,0
peppapig,1570018174,1.0,0
peppapig,1570018175,2.0,0
peppapig,1570018176,2.0,0
peppapig,1570018177,2.0,0
peppapig,1570018178,2.0,0
peppapig,1570018179,1.0,0
peppapig,1570018180,2.0,0
peppapig,1570018181,2.0,0
peppapig,1570018182,1.0,0
peppapig,1570018183,1.0,0
peppapig,1570018184,1.0,0
peppapig,1570018185,2.0,0
peppapig,1570018186,1.0,0
peppapig,1570018187,2.0,0
peppapig,1570018188,1.0,0
peppapig,1570018189,2.0,0
peppapig,1570018190,1.0,0
peppapig,1570018191,2.0,0
peppapig,1570018192,1.0,0
peppapig,1570018193,2.0,0
peppapig,1570018194,2.0,0
peppapig,1570018195,2.0,0
peppapig,1570018196,1.0,0
peppapig,1570018197,1.0,0
peppapig,1570018198,2.0,0
peppapig,1570018199,1.0,0
peppapig,1570018200,2.0,0
peppapig,1570018201,2.0,0
peppapig,1570018202,2.0,0
peppapig,1570018203,1.0,0
peppapig,1570018204,2.0,0
peppapig,1570018205,1.0,0
peppapig,1570018206,2.0,0
peppapig,1570018207,2.0,0
peppapig,1570018208,2.0,0
peppapig,1570018209,1.0,0
peppapig,1570018210,2.0,0
peppapig,1570018211,2.0,0
peppapig,1570018212,1.0,0
peppapig,1570018213,2.0,0
peppapig,1570018214,2.0,0
peppapig,1570018215,1.0,0
peppapig,1570018216,2.0,0
peppapig,1570018217,2.0,0
peppapig,1570018218,2.0,0
peppapig,1570018219,1.0,0
peppapig,1570018220,2.0,0
peppapig,1570018221,2.0,0
peppapig,1570018222,1.0,0
peppapig,1570018223,1.0,0
peppapig,1570018224,2.0,0
peppapig,1570018225,1.0,0
peppapig,1570018226,2.0,0
peppapig,1570018227,1.0,0
peppapig,1570018228,1.0,0
peppapig,1570018229,2.0,0
peppapig,1570018230,1.0,0
peppapig,1570018231,1.0,0
peppapig,1570018232,2.0,0
peppapig,1570018233,1.0,0
peppapig,1570018234,1.0,0
peppapig,1570018235,1.0,0
peppapig,1570018236,1.0,0
peppapig,1570018237,2.0,0
peppapig,1570018238,1.0,0
peppapig,1570018278,2.5,0
peppapig,1570018279,4.0,0
peppapig,1570018280,2.0,0
peppapig,1570018281,2.0,0
peppapig,1570018282,2.0,0
peppapig,1570018283,2.0,0
peppapig,1570018284,1.0,0
peppapig,1570018285,2.0,0
peppapig,1570018286,2.0,0
peppapig,1570018287,2.0,0
peppapig,1570018288,1.0,0
peppapig,1570018289,2.0,0
peppapig,1570018290,2.0,0
peppapig,1570018291,2.0,0
peppapig,1570018292,2.0,0
peppapig,1570018293,1.0,0
peppapig,1570018294,2.0,0
peppapig,1570018295,2.0,0
peppapig,1570018296,2.0,0
peppapig,1570018297,2.0,0
peppapig,1570018298,1.0,0
peppapig,1570018299,2.0,0
peppapig,1570018300,2.0,0
peppapig,1570018301,2.0,0
peppapig,1570018302,1.0,0
peppapig,1570018303,2.0,0
peppapig,1570018304,2.0,0
peppapig,1570018305,2.0,0
peppapig,1570018306,1.0,0
peppapig,1570018307,2.0,0
peppapig,1570018308,2.0,0
peppapig,1570018309,2.0,0
peppapig,1570018310,1.0,0
peppapig,1570018311,2.0,0
peppapig,1570018312,2.0,0
peppapig,1570018313,2.0,0
peppapig,1570018314,1.0,0
peppapig,1570018315,2.0,0
peppapig,1570018316,2.0,0
peppapig,1570018317,2.0,0
peppapig,1570018318,2.0,0
peppapig,1570018319,1.0,0
peppapig,1570018320,2.0,0
peppapig,1570018321,2.0,0
peppapig,1570018322,2.0,0
peppapig,1570018323,1.0,0
peppapig,1570018324,2.0,0
peppapig,1570018325,2.0,0
peppapig,1570018326,2.0,0
peppapig,1570018327,1.0,0
peppapig,1570018328,2.0,0
peppapig,1570018329,2.0,0
peppapig,1570018330,2.0,0
peppapig,1570018331,1.0,0
peppapig,1570018332,2.0,0
peppapig,1570018333,2.0,0
peppapig,1570018334,2.0,0
peppapig,1570018335,1.0,0
peppapig,1570018336,2.0,0
peppapig,1570018337,2.0,0
peppapig,1570018338,1.0,0
peppapig,1570018339,2.0,0
peppapig,1570018340,2.0,0
peppapig,1570018341,2.0,0
peppapig,1570018342,1.0,0
peppapig,1570018343,2.0,0
peppapig,1570018344,2.0,0
peppapig,1570018345,1.0,0
peppapig,1570018346,2.0,0
peppapig,1570018347,2.0,0
peppapig,1570018348,2.0,0
peppapig,1570018349,1.0,0
peppapig,1570018350,2.0,0
peppapig,1570018351,2.0,0
peppapig,1570018352,1.0,0
peppapig,1570018353,2.0,0
peppapig,1570018354,2.0,0
peppapig,1570018355,2.0,0
peppapig,1570018356,1.0,0
peppapig,1570018357,2.0,0
peppapig,1570018358,2.0,0
peppapig,1570018359,1.0,0
peppapig,1570018360,2.0,0
peppapig,1570018361,2.0,0
peppapig,1570018362,2.0,0
peppapig,1570018363,1.0,0
peppapig,1570018364,2.0,0
peppapig,1570018365,2.0,0
peppapig,1570018366,1.0,0
peppapig,1570018367,2.0,0
peppapig,1570018368,2.0,0
peppapig,1570018369,2.0,0
peppapig,1570018370,1.0,0
peppapig,1570018371,2.0,0
peppapig,1570018372,2.0,0
peppapig,1570018373,1.0,0
peppapig,1570018374,2.0,0
peppapig,1570018375,2.0,0
peppapig,1570018376,1.0,0
peppapig,1570018377,2.0,0
peppapig,1570018378,2.0,0
peppapig,1570018379,2.0,0
peppapig,1570018380,1.0,0
peppapig,1570018381,2.0,0
peppapig,1570018382,2.0,0
peppapig,1570018383,2.0,0
peppapig,1570018384,1.0,0
peppapig,1570018385,2.0,0
peppapig,1570018386,2.0,0
peppapig,1570018387,1.0,0
peppapig,1570018388,2.0,0
peppapig,1570018389,2.0,0
peppapig,1570018390,2.0,0
peppapig,1570018391,1.0,0
peppapig,1570018392,2.0,0
peppapig,1570018393,2.0,0
peppapig,1570018394,2.0,0
peppapig,1570018395,1.0,0
peppapig,1570018396,2.0,0
peppapig,1570018397,2.0,0
peppapig,1570018398,2.0,0
peppapig,1570018399,1.0,0
peppapig,1570018400,2.0,0
peppapig,1570018401,2.0,0
peppapig,1570018402,1.0,0
peppapig,1570018403,2.0,0
peppapig,1570018404,2.0,0
peppapig,1570018405,1.0,0
peppapig,1570018406,2.0,0
peppapig,1570018407,2.0,0
peppapig,1570018408,1.0,0
peppapig,1570018409,2.0,0
peppapig,1570018410,2.0,0
peppapig,1570018411,1.0,0
peppapig,1570018412,2.0,0
peppapig,1570018413,1.0,0
peppapig,1570018414,2.0,0
peppapig,1570018415,2.0,0
peppapig,1570018416,1.0,0
peppapig,1570018417,1.0,0
peppapig,1570018418,2.0,0
peppapig,1570018419,2.0,0
peppapig,1570018420,1.0,0
peppapig,1570018421,2.0,0
peppapig,1570018422,1.0,0
peppapig,1570018423,2.0,0
peppapig,1570018424,1.0,0
peppapig,1570018425,2.0,0
peppapig,1570018426,2.0,0
peppapig,1570018427,1.0,0
peppapig,1570018428,2.0,0
peppapig,1570018429,1.0,0
peppapig,1570018430,2.0,0
peppapig,1570018431,2.0,0
peppapig,1570018432,1.0,0
peppapig,1570018433,2.0,0
peppapig,1570018434,2.0,0
peppapig,1570018435,1.0,0
peppapig,1570018436,2.0,0
peppapig,1570018437,2.0,0
peppapig,1570018438,1.0,0
peppapig,1570018439,2.0,0
peppapig,1570018440,2.0,0
peppapig,1570018441,1.0,0
peppapig,1570018442,2.0,0
peppapig,1570018443,2.0,0
peppapig,1570018444,2.0,0
peppapig,1570018445,1.0,0
peppapig,1570018446,2.0,0
peppapig,1570018447,2.0,0
peppapig,1570018448,2.0,0
peppapig,1570018449,1.0,0
peppapig,1570018450,2.0,0
peppapig,1570018451,2.0,0
peppapig,1570018452,1.0,0
peppapig,1570018453,2.0,0
peppapig,1570018454,2.0,0
peppapig,1570018455,2.0,0
peppapig,1570018456,1.0,0
peppapig,1570018457,2.0,0
peppapig,1570018458,2.0,0
peppapig,1570018459,2.0,0
peppapig,1570018460,1.0,0
peppapig,1570018461,2.0,0
peppapig,1570018462,1.0,0
peppapig,1570018463,2.0,0
peppapig,1570018464,2.0,0
peppapig,1570018465,2.0,0
peppapig,1570018466,1.0,0
peppapig,1570018467,2.0,0
peppapig,1570018468,2.0,0
peppapig,1570018469,2.0,0
peppapig,1570018470,1.0,0
peppapig,1570018471,2.0,0
peppapig,1570018472,2.0,0
peppapig,1570018473,1.0,0
peppapig,1570018474,2.0,0
peppapig,1570018475,2.0,0
peppapig,1570018476,2.0,0
peppapig,1570018477,1.0,0
peppapig,1570018478,2.0,0
peppapig,1570018479,2.0,0
peppapig,1570018480,1.0,0
peppapig,1570018481,2.0,0
peppapig,1570018482,2.0,0
peppapig,1570018483,1.0,0
peppapig,1570018484,2.0,0
peppapig,1570018485,2.0,0
peppapig,1570018486,2.0,0
peppapig,1570018487,1.0,0
peppapig,1570018488,2.0,0
peppapig,1570018489,2.0,0
peppapig,1570018490,2.0,0
peppapig,1570018491,1.0,0
peppapig,1570018492,2.0,0
peppapig,1570018493,2.0,0
peppapig,1570018494,1.0,0
peppapig,1570018495,2.0,0
peppapig,1570018496,2.0,0
peppapig,1570018497,2.0,0
peppapig,1570018498,1.0,0
peppapig,1570018499,2.0,0
peppapig,1570018500,2.0,0
peppapig,1570018501,1.0,0
peppapig,1570018502,2.0,0
peppapig,1570018503,1.0,0
peppapig,1570018504,2.0,0
peppapig,1570018505,2.0,0
peppapig,1570018506,2.0,0
peppapig,1570018507,1.0,0
peppapig,1570018508,2.0,0
peppapig,1570018509,2.0,0
peppapig,1570018510,1.0,0
peppapig,1570018511,2.0,0
peppapig,1570018512,2.0,0
peppapig,1570018513,2.0,0
peppapig,1570018514,1.0,0
peppapig,1570018515,2.0,0
peppapig,1570018516,2.0,0
peppapig,1570018517,1.0,0
peppapig,1570018518,2.0,0
peppapig,1570018519,2.0,0
peppapig,1570018520,1.0,0
peppapig,1570018521,2.0,0
peppapig,1570018522,2.0,0
peppapig,1570018523,1.0,0
peppapig,1570018524,2.0,0
peppapig,1570018525,2.0,0
peppapig,1570018526,1.0,0
peppapig,1570018527,2.0,0
peppapig,1570018528,2.0,0
peppapig,1570018529,1.0,0
peppapig,1570018530,2.0,0
peppapig,1570018531,2.0,0
peppapig,1570018532,1.0,0
peppapig,1570018533,2.0,0
peppapig,1570018534,2.0,0
peppapig,1570018535,1.0,0
peppapig,1570018536,2.0,0
peppapig,1570018537,2.0,0
peppapig,1570018538,1.0,0
peppapig,1570018539,2.0,0
peppapig,1570018540,2.0,0
peppapig,1570018541,2.0,0
peppapig,1570018542,2.0,0
peppapig,1570018543,1.0,0
peppapig,1570018544,2.0,0
peppapig,1570018545,2.0,0
peppapig,1570018546,2.0,0
peppapig,1570018547,1.0,0
peppapig,1570018548,2.0,0
peppapig,1570018549,2.0,0
peppapig,1570018550,2.0,0
peppapig,1570018551,2.0,0
peppapig,1570018552,1.0,0
peppapig,1570018553,2.0,0
peppapig,1570018554,2.0,0
peppapig,1570018555,2.0,0
peppapig,1570018556,1.0,0
peppapig,1570018557,2.0,0
peppapig,1570018558,2.0,0
peppapig,1570018559,2.0,0
peppapig,1570018560,1.0,0
peppapig,1570018561,2.0,0
peppapig,1570018562,1.0,0
peppapig,1570018563,2.0,0
peppapig,1570018564,2.0,0
peppapig,1570018565,1.0,0
peppapig,1570018566,1.0,0
peppapig,1570018567,2.0,0
peppapig,1570018568,1.0,0
peppapig,1570018569,2.0,0
