counter,phone_counter,userID,isLock,timestamp
56982,632,peppapig,0,1570442507
56983,633,peppapig,1,1570442511
56984,634,peppapig,1,1570442579
56985,635,peppapig,0,1570442933
56986,636,peppapig,1,1570442952
56987,637,peppapig,0,1570443017
56988,638,peppapig,1,1570443064
56989,639,peppapig,0,1570443128
56990,640,peppapig,1,1570443199
56991,641,peppapig,1,1570443299
56992,642,peppapig,1,1570443302
56993,643,peppapig,0,1570443470
57007,644,peppapig,1,1570443993
57008,645,peppapig,1,1570444021
57009,646,peppapig,0,1570444052
57010,647,peppapig,1,1570444317
57011,648,peppapig,0,1570444326
57012,649,peppapig,1,1570444729
57013,650,peppapig,0,1570444743
57014,651,peppapig,1,1570445007
57015,652,peppapig,0,1570445135
57016,653,peppapig,1,1570445214
57017,654,peppapig,0,1570445218
57018,655,peppapig,1,1570445224
57019,656,peppapig,1,1570445498
57020,657,peppapig,0,1570445571
57021,658,peppapig,1,1570445575
57022,659,peppapig,0,1570445646
57023,660,peppapig,1,1570445722
57024,661,peppapig,0,1570445817
57025,662,peppapig,1,1570446130
57026,663,peppapig,0,1570446162
57027,664,peppapig,1,1570446274
57028,665,peppapig,0,1570446294
57029,666,peppapig,1,1570446371
57030,667,peppapig,0,1570446396
57031,668,peppapig,1,1570446658
57032,669,peppapig,0,1570446812
57033,670,peppapig,1,1570446822
57034,671,peppapig,0,1570446825
57035,672,peppapig,1,1570446909
57049,673,peppapig,0,1570448318
57050,674,peppapig,1,1570448837
57051,675,peppapig,0,1570449071
57052,676,peppapig,1,1570449139
57053,677,peppapig,0,1570449307
57054,678,peppapig,1,1570449382
57055,679,peppapig,0,1570449431
57056,680,peppapig,1,1570449435
57057,681,peppapig,0,1570449507
57058,682,peppapig,1,1570449509
57059,683,peppapig,0,1570449778
57060,684,peppapig,1,1570450023
57061,685,peppapig,0,1570450062
57062,686,peppapig,1,1570450155
57063,687,peppapig,0,1570450192
57064,688,peppapig,1,1570450228
57065,689,peppapig,1,1570450392
57066,690,peppapig,0,1570450459
57067,691,peppapig,1,1570450718
57080,692,peppapig,1,1570451115
57081,693,peppapig,0,1570451474
57082,694,peppapig,1,1570451528
57083,695,peppapig,0,1570451557
57084,696,peppapig,1,1570451650
57085,697,peppapig,0,1570451698
57086,698,peppapig,1,1570451709
57087,699,peppapig,0,1570451943
57088,700,peppapig,1,1570452060
57089,701,peppapig,0,1570452712
57090,702,peppapig,1,1570452801
57091,703,peppapig,0,1570454037
57092,704,peppapig,1,1570454535
57093,705,peppapig,0,1570454567
57094,706,peppapig,1,1570454590
57095,707,peppapig,0,1570454621
57096,708,peppapig,1,1570454694
57133,709,peppapig,0,1570457245
57134,710,peppapig,1,1570458279
57175,711,peppapig,0,1570461930
57176,712,peppapig,1,1570461970
57177,713,peppapig,0,1570461984
57178,714,peppapig,1,1570461998
57221,715,peppapig,0,1570464079
57222,716,peppapig,1,1570464181
57223,717,peppapig,0,1570464392
57224,718,peppapig,1,1570464398
57225,719,peppapig,0,1570465053
57226,720,peppapig,1,1570465058
57227,721,peppapig,0,1570466370
57260,722,peppapig,1,1570467490
57261,723,peppapig,0,1570467504
57262,724,peppapig,1,1570468413
57263,725,peppapig,0,1570468680
57264,726,peppapig,1,1570468933
57265,727,peppapig,0,1570468958
57266,728,peppapig,1,1570469000
57267,729,peppapig,0,1570469027
57268,730,peppapig,1,1570469597
57269,731,peppapig,0,1570469598
57270,732,peppapig,1,1570469602
57271,733,peppapig,0,1570469838
57272,734,peppapig,1,1570470396
57273,735,peppapig,0,1570470479
57274,736,peppapig,1,1570470504
57275,737,peppapig,0,1570470547
57319,738,peppapig,1,1570470679
57320,739,peppapig,0,1570470698
57321,740,peppapig,1,1570470722
57322,741,peppapig,0,1570470854
57323,742,peppapig,1,1570471614
57324,743,peppapig,0,1570472046
57325,744,peppapig,1,1570472648
57364,745,peppapig,0,1570476246
57365,746,peppapig,1,1570476276
57366,747,peppapig,0,1570477442
57367,748,peppapig,1,1570477689
57368,749,peppapig,0,1570477703
57369,750,peppapig,1,1570477723
57370,751,peppapig,0,1570477727
57371,752,peppapig,1,1570477742
57391,753,peppapig,0,1570507223
57392,754,peppapig,1,1570507227
57393,755,peppapig,0,1570508648
57394,756,peppapig,1,1570508688
57395,757,peppapig,0,1570508708
57396,758,peppapig,1,1570509777
57514,759,peppapig,1,1570529652
57515,760,peppapig,0,1570531192
57516,761,peppapig,1,1570532419
57517,762,peppapig,1,1570532802
57559,763,peppapig,0,1570536046
57560,764,peppapig,1,1570536683
57584,765,peppapig,1,1570537295
57585,766,peppapig,0,1570539661
57586,767,peppapig,1,1570539678
57609,768,peppapig,0,1570541661
57610,769,peppapig,1,1570542814
57611,770,peppapig,1,1570542817
57634,771,peppapig,0,1570545035
57635,772,peppapig,1,1570545081
57636,773,peppapig,0,1570545129
57637,774,peppapig,1,1570545484
57638,775,peppapig,0,1570546689
57639,776,peppapig,1,1570546747
57640,777,peppapig,0,1570546786
57641,778,peppapig,1,1570547030
57642,779,peppapig,1,1570548804
57664,780,peppapig,0,1570550276
57665,781,peppapig,1,1570550290
57722,782,peppapig,0,1570553956
57723,783,peppapig,1,1570553986
57724,784,peppapig,0,1570554134
57725,785,peppapig,1,1570554335
57726,786,peppapig,0,1570555168
57727,787,peppapig,1,1570555957
57769,788,peppapig,0,1570556745
57770,789,peppapig,1,1570556763
57771,790,peppapig,0,1570556844
57772,791,peppapig,1,1570556895
57773,792,peppapig,0,1570557658
57774,793,peppapig,1,1570558259
57775,794,peppapig,0,1570560207
57787,795,peppapig,1,1570560809
57788,796,peppapig,0,1570561155
57789,797,peppapig,1,1570561659
57790,798,peppapig,0,1570562381
57791,799,peppapig,1,1570562512
57792,800,peppapig,0,1570563149
57793,801,peppapig,1,1570563161
57794,802,peppapig,0,1570563610
57795,803,peppapig,1,1570563643
57825,804,peppapig,1,1570565610
57842,805,peppapig,1,1570581031
57843,806,peppapig,1,1570588221
57844,807,peppapig,0,1570588226
57845,808,peppapig,1,1570588233
57846,809,peppapig,0,1570588752
57847,810,peppapig,1,1570588758
57848,811,peppapig,0,1570589965
57849,812,peppapig,1,1570590909
